,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
10,"Reportagem cita outros países com cenário econômico positivo além do Brasil, diferentemente do que diz pastor",8/15/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/reportagem-cita-outros-paises-com-cenario-economico-positivo-alem-do-brasil-diferentemente-do-que-diz-pastor/
11,Não há registro no TSE de suposta pesquisa que impede entrevistado de votar em Bolsonaro,8/15/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-ha-registro-no-tse-de-suposta-pesquisa-que-impede-entrevistado-de-votar-em-bolsonaro/
12,"Brasil não foi o único país a registrar deflação em julho, ao contrário do que afirma post",8/17/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/brasil-nao-foi-o-unico-pais-a-registrar-deflacao-em-julho-ao-contrario-do-que-afirma-post/
13,Decreto para participação das Forças Armadas nas eleições é praxe no Brasil e não confere mais força ao atual presidente da República,8/17/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/decreto-para-participacao-das-forcas-armadas-nas-eleicoes-e-praxe-no-brasil-e-nao-confere-mais-forca-ao-atual-presidente-da-republica/
14,"Museu no Rio de Janeiro cobriu nome de Lula em placa, como mostra vídeo",8/19/2022,Verdadeira,indefinido,Projeto Comprova,https://projetocomprova.com.br/publicações/museu-no-rio-de-janeiro-cobriu-nome-de-lula-em-placa-como-mostra-video/
15,Posts enganam ao sugerir que Bolsonaro e ministros olhavam para Lula em foto feita no TSE,8/19/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/posts-enganam-ao-sugerir-que-bolsonaro-e-ministros-olhavam-para-lula-em-foto-feita-no-tse/
16,"Não há evidências de que presidente do Chile tenha projeto nacional inspirado em Lula, como afirma post",8/22/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-ha-evidencias-de-que-presidente-do-chile-tenha-projeto-nacional-inspirado-em-lula-como-afirma-post/
17,"TSE não admitiu ligação entre PT e PCC, diferentemente do que sugere vídeo",8/26/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/tse-nao-admitiu-ligacao-entre-pt-e-pcc-diferentemente-do-que-sugere-video/
18,Não há registros de que Lula tenha defendido performance em que criança toca em homem nu,8/26/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-ha-registros-de-que-lula-tenha-defendido-performance-em-que-crianca-toca-em-homem-nu/
19,Senador ironiza resultado de instituto para desacreditar pesquisas eleitorais,8/26/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/senador-ironiza-resultado-de-instituto-para-desacreditar-pesquisas-eleitorais/
20,Vídeo que mostra Bolsonaro à frente na pesquisa Ipec do dia 15 de agosto de 2022 é falso,8/30/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-que-mostra-bolsonaro-a-frente-na-pesquisa-ipec-do-dia-15-de-agosto-de-2022-e-falso/
21,É enganosa postagem no Twitter sugerindo apoio de João Amoêdo a Lula,8/30/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-enganosa-postagem-no-twitter-sugerindo-apoio-de-joao-amoedo-a-lula/
22,É falso que apresentadores estrangeiros fizeram piada sobre Lula e eleitores baianos,8/31/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-apresentadores-estrangeiros-fizeram-piada-sobre-lula-e-eleitores-baianos/
23,É falso que Simone Tebet deixou médica ser humilhada na CPI da Covid,8/31/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-simone-tebet-deixou-medica-ser-humilhada-na-cpi-da-covid/
24,É falso que empresa de pesquisa eleitoral funcione dentro do Instituto Lula,9/1/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-empresa-de-pesquisa-eleitoral-funcione-dentro-do-instituto-lula/
25,Vídeo engana ao negar orçamento secreto e descontextualizar alta de preços,9/2/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-engana-ao-negar-orcamento-secreto-e-descontextualizar-alta-de-precos-no-brasil/
26,Fim de patrocínio da Petrobras não tem relação com PT,9/2/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/fim-de-patrocinio-da-petrobras-nao-tem-relacao-com-pt-diferentemente-do-que-sugere-video/
27,Retirada de produtores de arroz de terras indígenas não foi ordem de Lula,9/2/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/retirada-de-produtores-de-arroz-de-terras-indigenas-nao-foi-determinacao-de-lula/
28,Vídeo faz apologia ao crime ao incentivar os eleitores a escreverem o próprio voto no caderno de assinaturas da seção eleitoral,9/2/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-faz-apologia-ao-crime-ao-incentivar-os-eleitores-a-escreverem-o-proprio-voto-no-caderno-de-assinaturas-da-secao-eleitoral/
29,Frase com ofensa a Lula foi inserida falsamente em vídeo de evento político,9/6/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-e-manipulado-para-inserir-ofensa-a-lula-em-discurso-de-apoiadora-em-pernambuco/
30,É falso que Lula tenha alugado avião mais caro do mundo em viagem ao Nordeste,9/6/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-lula-tenha-alugado-aviao-mais-caro-do-mundo-em-viagem-ao-nordeste/
31,Vídeo engana ao listar financiamento de 20 obras pelo BNDES no exterior,9/8/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-reune-informacoes-falsas-e-enganosas-para-criticar-financiamentos-do-bndes-no-exterior-durante-governos-do-pt/
32,Saiba o que é e como funciona o orçamento secreto,9/8/2022,,indefinido,Projeto Comprova,https://projetocomprova.com.br/publicações/saiba-o-que-e-e-como-funciona-o-orcamento-secreto/
33,"Simone Tebet não disse que vai ""tirar dinheiro dos pobres""",9/9/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/simone-tebet-prometeu-reduzir-impostos-dos-mais-pobres-ao-contrario-do-que-sugere-video/
34,Lula não disse que 'enfermeiros só servem para servir sopa',9/9/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-ha-registros-de-lula-ter-dito-que-enfermeiros-so-servem-para-servir-sopa/
35,"Justiça Eleitoral rejeitou candidatura de Lula em 2018, não em 2022",9/12/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/justica-eleitoral-rejeitou-candidatura-de-lula-em-2018-nao-em-2022/
36,Vídeo que associa preço da carne a suposto monopólio da JBS é enganoso,9/12/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-enganoso-video-que-associa-preco-da-carne-a-suposto-monopolio-da-jbs-e-complo-com-o-pt/
37,Carro que levou corpo da rainha não tinha placa com iniciais de Bolsonaro,9/14/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-carro-com-corpo-da-rainha-elizabeth-ii-tinha-placa-com-iniciais-e-numero-eleitoral-de-bolsonaro/
38,Post usa imagens de ângulos diferentes para depreciar ato pró-Bolsonaro,9/14/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/post-usa-imagens-de-angulos-diferentes-para-depreciar-ato-pro-bolsonaro-de-7-de-setembro/
39,É enganoso que valores do PIS/Pasep custearão benefícios a caminhoneiros,9/14/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-enganoso-que-valores-do-pis-pasep-vao-custear-beneficios-a-caminhoneiros-e-motoristas/
40,É falso áudio em que Bolsonaro xinga Michelle antes de ato de 7 de Setembro,9/14/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-audio-em-que-presidente-xinga-michelle-bolsonaro-antes-do-desfile-de-7-de-setembro/
41,Vídeo de Bolsonaro criticando direitos trabalhistas é de 2019,9/14/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/video-de-bolsonaro-criticando-direitos-trabalhistas-e-de-2019/
42,Vídeo satiriza participação de Lula em comício em Belém,9/15/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-satiriza-participacao-de-lula-em-comicio-em-local-destruido-pela-chuva-em-belem/
43,Vídeo mente ao dizer que militares fizeram ataques a petistas em desfile,9/15/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-mente-ao-afirmar-que-militares-fizeram-ataque-a-petistas-durante-desfile-de-7-de-setembro/
44,Não é Fabio Assunção em vídeo de apoio a Bolsonaro e com críticas ao PT,9/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-e-fabio-assuncao-em-video-de-apoio-a-bolsonaro-e-com-criticas-ao-pt-e-a-esquerda/
45,É falso vídeo que mostra Lula supostamente xingando apoiadores,9/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-edita-fala-de-lula-para-afirmar-que-ele-chamou-apoiadores-de-vagabundos-e-traficantes/
46,Fala bolsonarista foi feita por jornalista argentino e não por embaixador,9/16/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/fala-em-apoio-a-bolsonaro-foi-feita-por-jornalista-argentino-e-nao-por-embaixador-como-afirma-video/
47,É falso que Lula defendeu nazismo e fascismo em evento do PT em 2017,9/19/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-lula-defendeu-o-nazismo-e-o-fascismo-em-evento-do-pt-em-2017-como-afirma-video/
48,É falso que pesquisadora do Datafolha negou entrevistar bolsonarista por causa de posicionamento político,9/19/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-pesquisadora-do-datafolha-negou-entrevistar-bolsonarista-por-causa-de-posicionamento-politico/
49,É falso que homem disfarçado de mendigo tentou matar Bolsonaro com faca,9/20/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-homem-disfarcado-de-mendigo-tentou-matar-bolsonaro-com-faca/
50,Vídeo foi manipulado para mostrar Bolsonaro à frente em pesquisa do Ipec,9/20/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-foi-manipulado-para-mostrar-bolsonaro-a-frente-em-pesquisa-do-ipec/
51,É enganoso que ex-funcionária da Casa Branca confessou ineficácia de vacina,9/21/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-enganoso-que-ex-funcionaria-da-casa-branca-tenha-confessado-em-entrevista-que-as-vacinas-nao-protegem-contra-a-covid-19/
52,Vídeo engana ao atribuir ao PT proibição de plantio de soja no Mato Grosso,9/22/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-engana-ao-atribuir-ao-pt-proibicao-de-plantio-de-soja-no-mato-grosso/
53,"Vídeo mostra um pastor com Bolsonaro, e não o presidente da Coreia do Sul",9/22/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-mostra-pastor-em-encontro-com-bolsonaro-nao-presidente-da-coreia-do-sul/
54,Ônibus com adesivo 'Escolar' em evento do PT pertencem a empresas privadas,9/23/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/onibus-com-adesivo-escolar-em-evento-do-pt-pertence-a-empresa-privada-e-estava-autorizado-a-transportar-apoiadores-da-legenda/
55,É montagem post com suposta reportagem do G1 sobre Lula e Venezuela,9/23/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-montagem-post-com-suposta-reportagem-do-g1-sobre-lula-e-venezuela/
56,Órgão de saúde dos EUA não incluiu ivermectina entre terapias contra covid,9/27/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/orgao-de-saude-dos-eua-nao-incluiu-ivermectina-entre-terapias-contra-covid-19-diferentemente-do-que-diz-post/
57,Tuíte engana ao indicar o 17 como número de Bolsonaro nas eleições de 2022,9/27/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/tuite-engana-ao-indicar-o-17-como-numero-de-urna-de-bolsonaro-nas-eleicoes-de-2022/
58,É falso que 70% do processo eleitoral seja terceirizado,9/28/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-70-do-processo-eleitoral-seja-terceirizado-e-que-a-terceirizacao-comprometa-a-integridade-das-eleicoes/
59,Vídeo não mostra irregularidade em carga e lacração de urnas em Itapeva,9/29/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-nao-mostra-nenhuma-irregularidade-no-processo-de-carga-e-lacracao-de-urnas-em-itapeva/
60,É falso que Lula proponha abrigar sem-teto em casa que já tem dono,9/29/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-pt-tenha-projeto-de-moradia-social-para-abrigar-familias-sem-teto-em-casas-que-ja-tem-dono/
61,Mortes por covid não provocaram redução no número de seções eleitorais,9/29/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-houve-reducao-de-secoes-eleitorais-em-2022-autora-de-post-viral-usou-metafora-com-mortes-por-covid/
62,Vídeo de Lula é editado para parecer que ele defende fechamento de igrejas,9/29/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-de-lula-e-editado-para-parecer-que-petista-defende-fechamento-de-igrejas/
63,Vídeo usa boato de 2018 para afirmar que PF encontrou urnas não zeradas,9/30/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-usa-boato-de-2018-para-afirmar-que-pf-encontrou-urnas-nao-zeradas-em-brasilia/
64,"Queixa sobre urna deve ser registrada com presidente da mesa, não em app",9/30/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/queixas-sobre-urnas-devem-ser-registradas-com-o-presidente-da-mesa-nao-em-aplicativo-do-tse/
65,Apoiador que tirou foto com Bolsonaro em Garanhuns não é tio de Lula,9/30/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/apoiador-que-tirou-foto-com-bolsonaro-em-garanhuns-nao-e-tio-de-lula-ao-contrario-do-que-afirma-post/
66,É falso que urnas chegaram a Cordeiro (RJ) com votos registrados,9/30/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-ha-evidencias-de-que-urnas-chegaram-a-cordeiro-rj-com-votos-registrados-como-afirma-audio/
67,É falso que eleitores de Lula tenham um dia diferente para votar,10/1/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/eleitores-de-lula-nao-tem-dia-diferente-para-votacao-todos-os-brasileiros-votam-em-2-de-outubro/
68,Vídeo de confusão entre petistas em Sergipe é de 2013 e não envolve Lula,10/1/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-que-mostra-confusao-entre-petistas-de-sergipe-e-de-2013-e-nao-envolve-ato-de-lula/
69,WhatsApp não está bloqueado; vídeo sobre suspensão do aplicativo é de 2015,10/1/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/whatsapp-nao-esta-bloqueado-video-sobre-decisao-pedindo-suspensao-do-aplicativo-e-de-2015/
70,Site não anunciou aumento de patrocínio a Neymar após apoio a Bolsonaro,10/2/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-site-noticiou-aumento-de-patrocinio-a-neymar-apos-video-do-jogador-apoiando-bolsonaro/
71,Ciro não declarou apoio a Bolsonaro; foto usada no Instagram é montagem,10/2/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/ciro-gomes-nao-declarou-apoio-a-bolsonaro-foto-usada-no-instagram-e-montagem/
72,Moraes não disse que vai mandar prender eleitor que reclamar das urnas,10/2/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/moraes-nao-disse-que-vai-mandar-prender-eleitor-que-reclamar-das-urnas/
73,Vini Jr não criticou Bolsonaro no Twitter; postagem é de outro usuário,10/4/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/vini-jr-nao-criticou-bolsonaro-no-twitter-postagem-e-de-outro-usuario/
74,Barreiras (BA) não registrou mais votos em Lula do que total de habitantes,10/5/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-cidade-de-barreiras-na-bahia-registrou-numero-de-votos-em-lula-superior-a-populacao-do-municipio/
75,"Mesária em Londres foi afastada, sem confusão, após falar nº de candidato",10/5/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/em-londres-mesaria-foi-afastada-apos-responder-pergunta-de-eleitor-sobre-numero-de-candidato-nao-houve-confusao/
76,É falso que boletim de urna encontrado em Curitiba não foi computado no resultado da eleição,10/5/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-boletim-de-urna-encontrado-em-curitiba-nao-foi-computado-no-resultado-da-eleicao/
77,G1 não publicou texto 'Lula diz que nem Deus tira essa eleição dele',10/6/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/g1-nao-publicou-materia-na-qual-lula-afirma-que-nem-deus-tira-essa-eleicao-da-gente/
78,Vídeo engana ao dizer que Lula pode perder candidatura,10/7/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/com-declaracoes-antigas-de-dallagnol-video-engana-ao-dizer-que-lula-pode-perder-candidatura-por-conta-da-lava-jato/
79,Não há comprovação de que urna tenha impedido voto em Bolsonaro no Pará,10/7/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/nao-ha-comprovacao-de-que-urna-impediu-voto-em-bolsonaro-no-para/
80,Vídeo de 2018 em que Bolsonaro oferece capim a eleitores não menciona NE,10/7/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/video-em-que-bolsonaro-oferece-capim-a-eleitores-de-lula-e-de-2018-e-nao-ha-mencao-a-nordestinos/
81,Exército não interferiu na apuração de votos no dia da eleição,10/7/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/exercito-nao-interferiu-na-apuracao-dos-votos-para-presidente-no-dia-da-eleicao-ao-contrario-do-que-diz-video/
82,É falso áudio atribuído a Ciro sobre tomada de poder pelas Forças Armadas,10/7/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-o-audio-atribuido-a-ciro-gomes-sobre-tomada-de-poder-pelas-forcas-armadas-caso-lula-seja-eleito/
83,Posts enganam ao associar Bolsonaro e a Maçonaria ao satanismo,10/7/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/posts-enganam-ao-associar-bolsonaro-e-a-maconaria-ao-satanismo/
84,Post inventa dados sobre cidades para insinuar fraude a favor de Lula,10/7/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/post-inventa-dados-sobre-cidades-para-insinuar-fraude-eleitoral-a-favor-de-lula/
85,Lula não disse que fechará igrejas contrárias a casamentos homoafetivos,10/7/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/lula-nao-disse-que-vai-fechar-igrejas-caso-seja-eleito-como-sugere-mensagem/
86,Lula não tem relação com luciferianismo nem com satanismo,10/10/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/lula-nao-tem-relacao-com-luciferianismo-nem-com-satanismo-entenda-o-contexto-das-postagens-sobre-o-tema/
87,Vídeo que insinua fraude em votação em Maceió reproduz infográfico com erro,10/11/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-que-insinua-fraude-em-votacao-em-maceio-reproduz-infografico-com-erro/
88,É falso que totalização de votos a cada 12% indique fraude no 1º turno,10/11/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/e-falso-que-totalizacao-de-votos-a-cada-12-indique-fraude-no-1o-turno-das-eleicoes/
89,Edição de vídeo distorce fala de Bolsonaro sobre ministério e confisco,10/11/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/edicao-de-video-distorce-declaracao-de-bolsonaro-sobre-ministerio-para-collor-e-confisco-de-aposentadoria/
90,É montagem post dizendo que Bolsonaro acabará com feriado de 12 de outubro,10/11/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-montagem-post-dizendo-que-bolsonaro-acabara-com-feriado-de-12-de-outubro/
91,São montagens posts que atribuem a Lula declarações sobre desarmamento,10/13/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/sao-montagens-as-reproducoes-do-twitter-e-do-g1-que-atribuem-a-lula-declaracoes-sobre-desarmamento/
92,Vídeo foi editado para mostrar Bolsonaro à frente na pesquisa Ipec sobre segundo turno,10/13/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-foi-editado-para-mostrar-bolsonaro-a-frente-na-pesquisa-ipec-sobre-segundo-turno/
93,Bolsonaro não acabou com multa para demissão sem justa causa,10/14/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/video-engana-ao-afirmar-que-bolsonaro-acabou-com-a-multa-para-demissao-sem-justa-causa/
94,Vídeo de boletins de urna com mais votos para Bolsonaro não prova fraude,10/14/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/video-de-boletins-de-urnas-que-mostram-bolsonaro-com-mais-votos-do-que-lula-nao-prova-fraude/
95,É enganoso post que diz que carteiro não pode entregar material de campanha,10/14/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/distribuicao-de-material-de-campanha-por-correios-e-regular-ao-contrario-do-que-diz-homem-em-video/
96,"Sigla 'CPX' em boné usado por Lula significa complexo, e não facção",10/14/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/sigla-cpx-em-bone-usado-por-lula-significa-complexo-e-nao-tem-relacao-com-faccao/
97,"Paralisação em trecho da BR-285 foi causada por acidente, e não pelo MST",10/17/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/paralisacao-em-trecho-da-br-285-no-rs-foi-causada-por-acidente-e-nao-por-ato-do-mst/
98,É montagem tuíte atribuído a Bolsonaro com ataques a religiosos católicos,10/17/2022,Falsa,Lula,Projeto Comprova,https://projetocomprova.com.br/publicações/e-montagem-tuite-atribuido-a-bolsonaro-com-ataques-a-religiosos-catolicos/
99,Boatos já desmentidos sobre supostas fazendas de Lulinha voltam a viralizar,10/17/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/boatos-ja-desmentidos-sobre-supostas-fazendas-de-lulinha-voltam-a-viralizar/
100,Laudo não é capaz de provar que é de Lula áudio com ameaça a Palocci,10/18/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/laudo-nao-e-capaz-de-provar-que-e-de-lula-audio-com-ameaca-a-palocci/
101,Lula não debochou de eleitores que acreditam na promessa de comer picanha,10/18/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/fala-de-lula-e-tirada-de-contexto-para-sugerir-deboche-de-quem-cre-na-promessa-de-comer-picanha/
102,"Lula não destratou Janja antes do debate, ao contrário do que diz post",10/19/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/lula-nao-destratou-janja-antes-do-debate-ao-contrario-do-que-diz-post/
103,Argentina não revogou heranças e Lula não tem proposta sobre o tema,10/19/2022,Falsa,Jair Bolsonaro,Projeto Comprova,https://projetocomprova.com.br/publicações/argentina-nao-revogou-herancas-e-lula-nao-tem-proposta-sobre-o-tema/
